date,"song, artist",song,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity_score
6/1/96,"Cumbersome, Seven Mary Three",Cumbersome,Seven Mary Three,0.543,0.79,11.0,-5.932,1.0,0.0358,0.00811,0.0,0.238,0.339,80.923,236973.0,0.3759398496240601
9/5/98,"Thinkin' Bout It, Gerald Levert",Thinkin' Bout It,Gerald Levert,0.738,0.659,1.0,-5.193,1.0,0.0653,0.0979,0.0,0.252,0.373,116.485,391040.0,0.3759177679882525
9/5/98,"Nobody Does It Better, Nate Dogg",Nobody Does It Better,Nate Dogg,0.736,0.517,0.0,-9.775,1.0,0.053,0.416,0.0,0.138,0.116,92.048,270427.0,0.3758700696055685
9/6/97,"Thinking Of You, Tony Toni Tone",Thinking Of You,Tony Toni Tone,0.789,0.599,11.0,-6.96,1.0,0.0565,0.504,1.2e-05,0.117,0.66,85.438,238800.0,0.3755868544600939
9/9/95,"I Wanna B With U, Fun Factory",I Wanna B With U,Fun Factory,0.762,0.863,7.0,-4.124,1.0,0.0472,0.0869,0.0,0.101,0.57,100.003,213600.0,0.3748828491096532
9/4/99,"Vivrant Thing, Q-Tip",Vivrant Thing,Q-Tip,0.924,0.75,9.0,-6.582,1.0,0.0418,0.007,0.000198,0.0638,0.672,99.034,190827.0,0.3748828491096532
3/8/97,"Never Leave Me Alone, Nate Dogg",Never Leave Me Alone,Nate Dogg,0.821,0.549,8.0,-3.591,1.0,0.0371,0.0437,0.0,0.0737,0.963,100.023,360507.0,0.3748701973001038
7/6/91,"Miracle, Whitney Houston",Miracle,Whitney Houston,0.627,0.55,6.0,-9.52,1.0,0.0242,0.273,7.87e-06,0.262,0.5,111.003,342667.0,0.3747609942638623
2/9/91,"Stranded, Heart",Stranded,Heart,0.388,0.55,6.0,-9.903,1.0,0.0311,0.157,0.0,0.0913,0.253,159.978,238827.0,0.3746958637469586
7/4/98,"A Rose Is Still A Rose, Aretha Franklin",A Rose Is Still A Rose,Aretha Franklin,0.631,0.793,8.0,-7.551,0.0,0.251,0.212,0.0,0.0441,0.826,175.814,266667.0,0.3745664739884393
12/9/00,"Ms. Jackson, OutKast",Ms. Jackson,OutKast,0.843,0.806,4.0,-5.946,0.0,0.269,0.143,0.0,0.0771,0.613,94.948,270507.0,0.3742690058479532
3/7/92,"Spending My Time, Roxette",Spending My Time,Roxette,0.42,0.574,4.0,-5.149,1.0,0.0292,0.238,0.000115,0.127,0.218,170.549,275667.0,0.3741814780168381
8/31/96,"Reach, Gloria Estefan",Reach,Gloria Estefan,0.451,0.832,5.0,-5.371,0.0,0.0429,0.314,0.0,0.0722,0.435,156.104,230133.0,0.3738317757009345
3/7/92,"Too Blind To See It, Kym Sims",Too Blind To See It,Kym Sims,0.776,0.585,0.0,-11.551,1.0,0.0361,0.000403,0.227,0.0737,0.698,118.996,211200.0,0.3738317757009345
8/6/94,"Sweet Potatoe Pie, Domino",Sweet Potatoe Pie,Domino,0.799,0.601,1.0,-10.785,1.0,0.201,0.00997,0.0,0.149,0.842,93.065,211853.0,0.3737060041407867
9/4/99,"Beautiful Stranger, Madonna",Beautiful Stranger,Madonna,0.52,0.756,11.0,-3.909,1.0,0.0288,0.122,3.53e-05,0.389,0.286,122.448,260760.0,0.3733195449844881
9/25/93,"Everybody Hurts, R.E.M.",Everybody Hurts,R.E.M.,0.467,0.324,2.0,-10.451,1.0,0.0255,0.615,0.0248,0.118,0.166,94.301,320267.0,0.3731343283582089
3/4/00,"Got Your Money, Ol' Dirty Bastard",Got Your Money,Ol' Dirty Bastard,0.934,0.459,1.0,-7.654,1.0,0.189,0.0516,0.0,0.222,0.697,103.04,239547.0,0.3727865796831314
12/5/98,"All The Places (I Will Kiss You), Aaron Hall",All The Places (I Will Kiss You),Aaron Hall,0.722,0.423,0.0,-5.711,0.0,0.0566,0.0161,2.11e-06,0.0603,0.353,136.039,240133.0,0.3726346433770015
7/4/98,"Who Am I, Beenie Man",Who Am I,Beenie Man,0.628,0.754,11.0,-8.777,1.0,0.472,0.21,0.0,0.12,0.57,86.194,196000.0,0.3720930232558139
9/4/99,"Music Of My Heart, 'N Sync",Music Of My Heart,'N Sync,0.671,0.292,1.0,-13.687,0.0,0.0288,0.752,0.00553,0.179,0.187,114.924,261975.0,0.3710575139146568
9/3/94,"Closer, Nine Inch Nails",Closer,Nine Inch Nails,0.547,0.714,10.0,-8.628,0.0,0.044,0.000242,0.636,0.122,0.541,89.996,373000.0,0.3708812260536398
9/5/98,"Cleopatra's Theme, Cleopatra",Cleopatra's Theme,Cleopatra,0.705,0.673,6.0,-8.347,1.0,0.0502,0.137,0.0,0.423,0.814,103.809,249200.0,0.3706365503080082
1/5/91,"Close To You, Maxi Priest",Close To You,Maxi Priest,0.781,0.478,6.0,-15.427,1.0,0.0561,0.0849,3.93e-06,0.0877,0.962,95.992,325800.0,0.3703703703703703
9/4/93,"Girl, I've Been Hurt, Snow","Girl, I've Been Hurt",Snow,0.668,0.649,1.0,-11.821,0.0,0.0373,0.000272,0.0,0.0789,0.471,90.95,252400.0,0.3700384122919334
9/4/93,"Ruffneck, MC Lyte",Ruffneck,MC Lyte,0.709,0.902,1.0,-3.392,0.0,0.188,0.0364,0.0,0.0219,0.878,204.317,237267.0,0.3696857670979667
4/6/91,"Deeper Shade Of Soul, Urban Dance Squad",Deeper Shade Of Soul,Urban Dance Squad,0.76,0.767,7.0,-6.155,1.0,0.0313,0.11,0.000718,0.0314,0.821,113.425,272907.0,0.3688524590163934
7/4/98,"Do For Love, 2Pac",Do For Love,2Pac,0.874,0.63,1.0,-3.585,1.0,0.298,0.0578,0.00479,0.0582,0.717,95.0,281600.0,0.3686006825938566
7/3/93,"So Alone, Men At Large",So Alone,Men At Large,0.629,0.364,9.0,-12.721,0.0,0.0286,0.0754,0.0,0.0258,0.471,122.083,447547.0,0.3679852805887764
5/31/97,"Firestarter, The Prodigy",Firestarter,The Prodigy,0.545,0.948,11.0,-5.098,1.0,0.0779,0.00335,0.364,0.226,0.355,141.507,279800.0,0.3673094582185491
6/3/00,"From The Bottom Of My Broken Heart, Britney Spears",From The Bottom Of My Broken Heart,Britney Spears,0.677,0.665,7.0,-5.171,1.0,0.0305,0.56,1.01e-06,0.338,0.706,74.981,312533.0,0.3669724770642202
9/5/98,"I Can Do That, Montell Jordan",I Can Do That,Montell Jordan,0.809,0.452,9.0,-4.994,1.0,0.0842,0.0577,0.0,0.121,0.785,128.79,286400.0,0.3669309173272933
2/4/95,"Lucas With The Lid Off, Lucas",Lucas With The Lid Off,Lucas,0.72,0.678,11.0,-11.488,1.0,0.122,0.347,1.86e-05,0.34,0.73,182.425,242893.0,0.366869919
7/6/96,"5 O'Clock, Nonchalant",5 O'Clock,Nonchalant,0.709,0.392,1.0,-8.623,1.0,0.262,0.103,0.0,0.0623,0.437,172.161,287400.0,0.3666361136571952
2/7/98,"Love Gets Me Every Time, Shania Twain",Love Gets Me Every Time,Shania Twain,0.737,0.693,2.0,-7.045,1.0,0.0273,0.264,1.1e-06,0.273,0.962,123.055,213827.0,0.3659652333028362
3/9/91,"Unchained Melody, The Righteous Brothers",Unchained Melody,The Righteous Brothers,0.339,0.208,0.0,-16.725,1.0,0.0308,0.396,0.000519,0.18,0.288,98.54,218013.0,0.3654080389768575
2/9/91,"Freedom, George Michael",Freedom,George Michael,0.673,0.863,5.0,-10.352,1.0,0.0451,0.243,3.23e-05,0.0601,0.938,91.703,390867.0,0.365019011406844
9/7/96,"Blue, LeAnn Rimes",Blue,LeAnn Rimes,0.545,0.452,4.0,-8.604,1.0,0.0248,0.595,1.29e-06,0.161,0.297,91.294,169547.0,0.3646308113035551
9/6/97,"You Bring Me Up, K-Ci",You Bring Me Up,K-Ci,0.763,0.692,11.0,-3.934,0.0,0.156,0.0654,0.0,0.0863,0.752,90.894,263693.0,0.3646308113035551
7/6/91,"Couple Days Off, Huey Lewis",Couple Days Off,Huey Lewis,0.45,0.836,9.0,-11.217,1.0,0.0408,0.000548,0.000406,0.0554,0.44,162.847,296840.0,0.3642241379310345
3/2/91,"For You, The Outfield",For You,The Outfield,0.623,0.675,10.0,-9.196,1.0,0.0309,0.226,8.37e-05,0.156,0.633,118.9,267280.0,0.3640449438202248
5/1/99,"You Get What You Give, New Radicals",You Get What You Give,New Radicals,0.621,0.901,2.0,-5.396,1.0,0.0302,0.17,0.0,0.0875,0.744,113.967,300773.0,0.3639672429481346
2/5/00,"When I Said I Do, Clint Black",When I Said I Do,Clint Black,0.507,0.411,10.0,-8.657,1.0,0.0276,0.308,0.0,0.106,0.184,102.806,268960.0,0.3636363636363636
9/25/99,"Larger Than Life, Backstreet Boys",Larger Than Life,Backstreet Boys,0.661,0.973,0.0,-2.994,0.0,0.037,0.11,1.74e-05,0.617,0.75,108.037,232827.0,0.3631790744466801
9/25/99,"There She Goes, Sixpence None The Richer",There She Goes,Sixpence None The Richer,0.498,0.789,10.0,-5.724,1.0,0.0319,0.000856,5.83e-06,0.104,0.455,120.176,164280.0,0.3626473254759746
9/4/99,"If I Could Turn Back The Hands Of Time, R. Kelly",If I Could Turn Back The Hands Of Time,R. Kelly,0.505,0.411,8.0,-8.273,1.0,0.0255,0.677,1.23e-05,0.0605,0.124,80.948,378573.0,0.3626097867001254
3/7/92,"Love Me All Up, Stacy Earl",Love Me All Up,Stacy Earl,0.702,0.859,11.0,-10.922,1.0,0.0467,0.0468,0.0928,0.245,0.657,122.879,297360.0,0.3624497991967871
9/30/00,"He Loves U Not, Dream",He Loves U Not,Dream,0.722,0.926,8.0,-5.849,1.0,0.209,0.0945,2.7e-06,0.128,0.605,155.898,226667.0,0.3622920517560073
9/25/99,"Bling Bling, B.G.",Bling Bling,B.G.,0.868,0.964,2.0,-3.72,1.0,0.111,0.0467,1.51e-05,0.0708,0.868,98.913,312960.0,0.362086259
5/4/91,"Waiting For Love, Alias",Waiting For Love,Alias,0.615,0.537,7.0,-10.728,1.0,0.0282,0.278,0.0,0.164,0.494,111.581,278173.0,0.3617021276595744
2/3/96,"Cell Therapy, Goodie Mob",Cell Therapy,Goodie Mob,0.849,0.476,0.0,-10.479,1.0,0.445,0.0965,0.0,0.105,0.48,83.21,277133.0,0.3616636528028933
9/4/99,"Sexual (Li Da Di), Amber",Sexual (Li Da Di),Amber,0.623,0.898,4.0,-6.604,0.0,0.0309,0.000192,0.303,0.138,0.786,130.991,226227.0,0.3615649183147033
9/7/96,"Tucker's Town, Hootie",Tucker's Town,Hootie,0.419,0.666,0.0,-7.781,1.0,0.0401,0.0372,0.0,0.281,0.481,79.78,241973.0,0.3610108303249097
3/8/97,"Between You And Me, dc Talk",Between You And Me,dc Talk,0.554,0.912,9.0,-4.315,0.0,0.0376,0.14,0.0421,0.064,0.515,99.712,298760.0,0.3606393606393606
9/26/92,"I Will Be Here For You, Michael W. Smith",I Will Be Here For You,Michael W. Smith,0.425,0.519,9.0,-9.707,1.0,0.0279,0.185,0.0,0.102,0.208,143.887,273773.0,0.36003600360036
9/7/91,"Love And Understanding, Cher",Love And Understanding,Cher,0.668,0.75,0.0,-9.717,1.0,0.0267,0.0332,3.5e-06,0.0383,0.646,116.07,282040.0,0.3594249201277955
9/4/99,"I Could Not Ask For More, Edwin McCain",I Could Not Ask For More,Edwin McCain,0.507,0.71,5.0,-5.02,1.0,0.0291,0.0975,1.08e-05,0.17,0.45,134.647,273573.0,0.3593890386343217
6/7/97,"Please Don't Go, No Mercy",Please Don't Go,No Mercy,0.715,0.838,7.0,-10.541,0.0,0.0341,0.169,3.67e-05,0.395,0.962,124.625,240093.0,0.3588039867109635
2/9/91,"More Than Words Can Say, Alias",More Than Words Can Say,Alias,0.412,0.376,4.0,-11.789,1.0,0.0289,0.609,0.00223,0.11,0.153,69.064,234196.0,0.3584415584415584
9/7/96,"Tonight, Tonight, The Smashing Pumpkins","Tonight, Tonight",The Smashing Pumpkins,0.277,0.67,6.0,-9.381,1.0,0.0376,6.28e-05,0.751,0.237,0.217,148.342,254627.0,0.3584229390681004
8/5/00,"Shackles (Praise You), Mary Mary",Shackles (Praise You),Mary Mary,0.779,0.834,7.0,-2.773,1.0,0.162,0.0343,0.0,0.0886,0.8,100.46,198347.0,0.3577817531305903
4/3/99,"Stand Beside Me, Jo Dee Messina",Stand Beside Me,Jo Dee Messina,0.587,0.72,0.0,-7.746,1.0,0.0278,0.179,0.0,0.0878,0.33,99.916,224640.0,0.3577817531305903
5/7/94,"Choose, Color Me Badd",Choose,Color Me Badd,0.58,0.858,6.0,-7.049,1.0,0.0313,0.277,0.0135,0.106,0.715,93.689,263907.0,0.3576732673267326
8/1/98,"Imagination, Tamia",Imagination,Tamia,0.895,0.495,9.0,-7.186,0.0,0.178,0.0998,6.28e-05,0.0583,0.593,99.233,213973.0,0.3571428571428571
3/5/94,"Slow And Easy, Zapp",Slow And Easy,Zapp,0.759,0.66,5.0,-8.964,1.0,0.0658,0.105,0.0,0.114,0.778,140.68,311333.0,0.3568242640499554
3/4/00,"What Do You Say, Reba",What Do You Say,Reba,0.461,0.413,8.0,-12.555,1.0,0.0432,0.141,0.0,0.1,0.368,171.186,209933.0,0.3568242640499554
9/9/00,"I Think I'm In Love With You, Jessica Simpson",I Think I'm In Love With You,Jessica Simpson,0.715,0.815,9.0,-5.867,1.0,0.0576,0.0689,0.0,0.233,0.804,106.001,197693.0,0.3565459610027855
4/4/92,"On A Sunday Afternoon, Lighter Shade Of Brown",On A Sunday Afternoon,Lighter Shade Of Brown,0.784,0.765,1.0,-3.545,1.0,0.212,0.095,0.0,0.182,0.845,94.812,212880.0,0.35650623885918
9/4/93,"Run To You, Whitney Houston",Run To You,Whitney Houston,0.368,0.364,8.0,-10.21,1.0,0.0318,0.628,0.0,0.157,0.131,76.923,264333.0,0.3561887800534283
7/6/91,"Mama Said Knock You Out, LL Cool J",Mama Said Knock You Out,LL Cool J,0.791,0.759,10.0,-7.378,0.0,0.129,0.0314,0.674,0.255,0.619,102.382,289693.0,0.3555555555555555
9/9/95,"Sentimental, Deborah Cox",Sentimental,Deborah Cox,0.773,0.79,5.0,-8.057,1.0,0.0782,0.193,0.0,0.0356,0.712,88.977,270333.0,0.3555555555555555
3/4/00,"If You Love Me, Mint Condition",If You Love Me,Mint Condition,0.442,0.585,6.0,-6.012,1.0,0.0305,0.606,5.85e-05,0.185,0.233,118.736,385720.0,0.3552397868561279
3/8/97,"Come See Me, 112",Come See Me,112,0.701,0.378,5.0,-9.259,0.0,0.0664,0.0263,0.0,0.0649,0.604,83.796,265760.0,0.3546099290780142
5/7/94,"Having A Party, Rod Stewart",Having A Party,Rod Stewart,0.648,0.789,4.0,-9.47,1.0,0.103,0.147,0.0,0.972,0.711,129.587,286027.0,0.3542958370239149
9/4/93,"Regret, New Order",Regret,New Order,0.506,0.931,5.0,-5.635,1.0,0.0305,0.00146,0.0227,0.27,0.865,129.568,248973.0,0.3542688910696762
9/5/98,"Splackavellie, Pressha",Splackavellie,Pressha,0.733,0.674,8.0,-8.455,0.0,0.0594,0.0948,0.0,0.556,0.722,130.107,242160.0,0.3537906137184116
9/4/99,"Never Gonna Let You Go, Faith Evans",Never Gonna Let You Go,Faith Evans,0.644,0.443,1.0,-7.308,0.0,0.0295,0.442,0.0,0.117,0.0534,109.936,267400.0,0.3536693191865606
8/5/95,"I Like, Kut Klose",I Like,Kut Klose,0.705,0.439,6.0,-10.246,1.0,0.0263,0.378,1.75e-05,0.0654,0.65,112.397,258893.0,0.353045013
2/6/99,"My Favorite Mistake, Sheryl Crow",My Favorite Mistake,Sheryl Crow,0.613,0.769,4.0,-8.271,0.0,0.0308,0.005,0.000362,0.329,0.612,104.687,248400.0,0.352112676056338
7/3/99,"Praise You, Fatboy Slim",Praise You,Fatboy Slim,0.621,0.885,1.0,-6.826,1.0,0.0473,0.0418,0.492,0.133,0.554,109.728,227973.0,0.352112676056338
7/9/94,"Feenin', Jodeci",Feenin',Jodeci,0.673,0.618,5.0,-10.878,0.0,0.0649,0.152,0.0,0.949,0.649,121.711,310800.0,0.3518029903254177
3/9/91,"Moneytalks, AC/DC",Moneytalks,AC/DC,0.649,0.903,7.0,-3.677,1.0,0.0318,0.000841,0.000351,0.122,0.412,121.841,225947.0,0.3516483516483517
3/6/99,"Pushin' Weight, Ice Cube",Pushin' Weight,Ice Cube,0.826,0.836,10.0,-4.252,0.0,0.221,0.00398,0.0,0.108,0.556,91.788,274600.0,0.3515092502434274
9/7/96,"The Things That You Do, Gina Thompson",The Things That You Do,Gina Thompson,0.659,0.914,4.0,-5.494,1.0,0.115,0.336,5.14e-05,0.0986,0.594,91.992,273627.0,0.351493849
9/7/91,"Just Want To Hold You, Jasmine Guy",Just Want To Hold You,Jasmine Guy,0.611,0.368,8.0,-13.701,1.0,0.0362,0.3,4.05e-05,0.0567,0.451,161.986,251867.0,0.3511852502194907
8/3/91,"Never Gonna Let You Down, Surface",Never Gonna Let You Down,Surface,0.56,0.363,3.0,-11.9,1.0,0.0307,0.55,0.0,0.205,0.186,124.45,227227.0,0.3511543134872417
9/4/93,"By The Time This Night Is Over, Kenny G With Peabo Bryson",By The Time This Night Is Over,Kenny G With Peabo Bryson,0.634,0.411,5.0,-13.679,1.0,0.0374,0.0711,0.0,0.104,0.465,103.852,285893.0,0.350569676
4/3/99,"Changes, 2Pac",Changes,2Pac,0.865,0.665,7.0,-6.289,1.0,0.073,0.0453,0.0,0.224,0.331,111.113,268827.0,0.3504854368932039
3/7/92,"Kiss You Back, Digital Underground",Kiss You Back,Digital Underground,0.844,0.648,9.0,-10.685,0.0,0.113,0.0386,0.0,0.223,0.794,113.074,221467.0,0.3502626970227671
9/4/93,"Creep, Radiohead",Creep,Radiohead,0.515,0.43,7.0,-9.935,1.0,0.0372,0.0097,0.000133,0.129,0.104,91.844,238640.0,0.3499562554680665
9/5/92,"Crossover, EPMD",Crossover,EPMD,0.614,0.621,6.0,-10.43,0.0,0.362,0.0308,0.000316,0.145,0.643,202.813,228760.0,0.3499562554680665
9/9/00,"Just Be A Man About It, Toni Braxton",Just Be A Man About It,Toni Braxton,0.753,0.45,9.0,-6.909,1.0,0.0919,0.274,2.05e-06,0.321,0.56,109.408,288933.0,0.3499562554680665
9/6/97,"6 Underground, Sneaker Pimps",6 Underground,Sneaker Pimps,0.587,0.687,1.0,-8.635,0.0,0.0509,0.0281,0.14,0.121,0.402,169.938,228840.0,0.3494584837545126
9/7/96,"Tres Delinquentes, Delinquent Habits",Tres Delinquentes,Delinquent Habits,0.826,0.698,11.0,-4.004,1.0,0.15,0.0177,0.00761,0.314,0.604,100.108,255693.0,0.3490401396160558
5/6/95,"Get Down, Craig Mack",Get Down,Craig Mack,0.701,0.568,1.0,-9.026,1.0,0.245,0.28,5.75e-05,0.0555,0.537,93.891,266867.0,0.3484320557491289
9/3/94,"Love Is All Around, Wet Wet Wet",Love Is All Around,Wet Wet Wet,0.523,0.689,10.0,-6.58,1.0,0.027,0.228,0.0,0.109,0.547,84.09,246240.0,0.3481288076588337
9/4/99,"You Had Me From Hello, Kenny Chesney",You Had Me From Hello,Kenny Chesney,0.595,0.393,2.0,-9.909,1.0,0.0292,0.508,0.0,0.153,0.2,137.744,230827.0,0.3481288076588337
9/5/98,"Goodbye To My Homies, Master P",Goodbye To My Homies,Master P,0.717,0.662,8.0,-6.688,0.0,0.179,0.172,0.0,0.101,0.328,141.871,252907.0,0.3478260869565217
9/7/96,"You, Monifah",You,Monifah,0.639,0.495,5.0,-10.783,0.0,0.356,0.0738,0.0,0.0682,0.833,175.982,233867.0,0.3474494706448508
8/9/97,"For You, Kenny Lattimore",For You,Kenny Lattimore,0.626,0.42,4.0,-11.796,1.0,0.0339,0.75,0.0,0.0648,0.498,137.681,237200.0,0.3466204506065857
9/6/97,"I Can Love You, Mary J. Blige",I Can Love You,Mary J. Blige,0.635,0.614,7.0,-7.165,1.0,0.197,0.0179,0.000201,0.415,0.736,174.213,286400.0,0.3464491362763915
2/7/98,"So Help Me Girl, Gary Barlow",So Help Me Girl,Gary Barlow,0.565,0.425,10.0,-12.036,1.0,0.0278,0.0154,0.0,0.16,0.562,169.937,268373.0,0.3463203463203463
7/6/91,"What Comes Naturally, Sheena Easton",What Comes Naturally,Sheena Easton,0.774,0.776,2.0,-9.389,1.0,0.0557,0.0357,5.74e-06,0.207,0.653,104.883,272733.0,0.3461538461538461
9/3/94,"Action, Terror Fabulous",Action,Terror Fabulous,0.803,0.711,6.0,-6.815,1.0,0.0777,0.0787,0.0,0.0627,0.83,93.121,229973.0,0.3460207612456747
2/4/95,"Something's Always Wrong, Toad The Wet Sprocket",Something's Always Wrong,Toad The Wet Sprocket,0.537,0.86,3.0,-7.042,0.0,0.0339,0.0627,0.000856,0.0929,0.553,134.616,296933.0,0.3457216940363007
4/5/97,"Thirty-Three, The Smashing Pumpkins",Thirty-Three,The Smashing Pumpkins,0.607,0.333,6.0,-12.717,1.0,0.0324,0.000968,0.4,0.151,0.0802,126.619,250293.0,0.3448275862068966
9/9/00,"It Must Be Love, Alan Jackson",It Must Be Love,Alan Jackson,0.816,0.669,6.0,-7.925,1.0,0.0295,0.284,0.0,0.0563,0.967,112.132,171813.0,0.3442340791738382
8/7/99,"You Won't Ever Be Lonely, Andy Griggs",You Won't Ever Be Lonely,Andy Griggs,0.471,0.617,8.0,-8.394,1.0,0.038,0.0522,0.0,0.229,0.491,182.323,210307.0,0.3442340791738382
9/7/96,"Flood, Jars Of Clay",Flood,Jars Of Clay,0.626,0.632,0.0,-8.692,0.0,0.0287,0.181,0.0,0.146,0.7,114.593,211667.0,0.3438095238095238
2/8/92,"Tender Kisses, Tracie Spencer",Tender Kisses,Tracie Spencer,0.594,0.521,0.0,-11.033,1.0,0.0417,0.161,0.00556,0.0382,0.789,167.569,328240.0,0.3433476394849785
2/8/92,"Top Of The World, Van Halen",Top Of The World,Van Halen,0.546,0.785,9.0,-8.788,1.0,0.0297,0.0354,3.6e-06,0.0935,0.804,127.957,232867.0,0.3428300094966762
2/8/92,"Save Up All Your Tears, Cher",Save Up All Your Tears,Cher,0.609,0.773,5.0,-9.166,1.0,0.0389,0.075,0.0,0.188,0.352,113.443,238160.0,0.3424657534246575
9/4/99,"Single White Female, Chely Wright",Single White Female,Chely Wright,0.543,0.658,6.0,-8.091,1.0,0.0298,0.351,1.01e-06,0.0512,0.874,178.075,197880.0,0.3424657534246575
5/6/00,"Falls Apart, Sugar Ray",Falls Apart,Sugar Ray,0.561,0.897,4.0,-3.974,1.0,0.0306,0.00318,0.00623,0.248,0.599,103.461,255160.0,0.3421727972626176
9/3/94,"Nuttin' But Love, Heavy D",Nuttin' But Love,Heavy D,0.731,0.499,11.0,-13.619,0.0,0.374,0.0527,0.0015,0.0362,0.47,202.675,213733.0,0.3418803418803419
7/3/99,"Wish You Were Here, Mark Wills",Wish You Were Here,Mark Wills,0.516,0.397,5.0,-10.278,1.0,0.0274,0.2,0.0,0.12,0.236,138.075,241960.0,0.3407155025553662
9/3/94,"Body & Soul, Anita Baker",Body & Soul,Anita Baker,0.532,0.432,8.0,-10.481,0.0,0.0387,0.55,0.0,0.0754,0.219,109.112,342000.0,0.3401360544217687
7/9/94,"Player's Ball, OutKast",Player's Ball,OutKast,0.857,0.764,1.0,-6.304,1.0,0.246,0.0398,0.0,0.425,0.578,93.071,261267.0,0.3401360544217687
7/8/00,"She's More, Andy Griggs",She's More,Andy Griggs,0.679,0.528,7.0,-7.901,1.0,0.0267,0.0754,0.0,0.12,0.274,99.035,199733.0,0.3401360544217687
9/5/92,"Nothing Broken But My Heart, Celine Dion",Nothing Broken But My Heart,Celine Dion,0.488,0.366,1.0,-13.507,0.0,0.0336,0.222,4.36e-05,0.195,0.116,171.832,355467.0,0.3398470688190314
3/6/93,"Gangsta, Bell Biv DeVoe",Gangsta,Bell Biv DeVoe,0.724,0.778,1.0,-8.924,1.0,0.0618,0.00151,0.112,0.387,0.768,112.518,269067.0,0.3392018779342723
9/9/00,"Prayin' For Daylight, Rascal Flatts",Prayin' For Daylight,Rascal Flatts,0.64,0.781,7.0,-3.155,1.0,0.0398,0.578,0.0,0.272,0.646,91.02,215600.0,0.3389830508474576
2/6/93,"Slow And Sexy, Shabba Ranks (",Slow And Sexy,Shabba Ranks (,0.72,0.797,1.0,-7.758,1.0,0.144,0.0138,0.000588,0.0604,0.705,180.103,318560.0,0.3386491557223264
9/6/97,"More Than This, 10,000 Maniacs",More Than This,"10,000 Maniacs",0.623,0.773,6.0,-8.8,1.0,0.0271,0.0155,0.00573,0.0917,0.807,124.644,245573.0,0.3382045929018789
8/8/92,"You Won't See Me Cry, Wilson Phillips",You Won't See Me Cry,Wilson Phillips,0.47,0.442,9.0,-11.142,1.0,0.0266,0.582,1.79e-06,0.0899,0.129,76.765,233533.0,0.3381770145310436
8/6/94,"Dreams, The Cranberries",Dreams,The Cranberries,0.551,0.643,4.0,-13.091,1.0,0.0353,0.00313,0.00385,0.421,0.514,128.661,271560.0,0.338123415
2/3/96,"Danger, Blahzay Blahzay",Danger,Blahzay Blahzay,0.723,0.739,0.0,-7.943,1.0,0.401,0.403,0.0,0.365,0.805,177.886,225267.0,0.3367003367003367
9/9/00,"The Little Girl, John Michael Montgomery",The Little Girl,John Michael Montgomery,0.658,0.434,1.0,-8.527,1.0,0.025,0.354,1.75e-05,0.112,0.218,83.921,232640.0,0.3364377182770663
8/7/99,"Holla Holla, Ja Rule",Holla Holla,Ja Rule,0.883,0.622,11.0,-7.968,1.0,0.35,0.0266,0.0,0.0869,0.499,92.969,264533.0,0.3358522250209907
3/4/00,"Shake Your Bon-Bon, Ricky Martin",Shake Your Bon-Bon,Ricky Martin,0.638,0.937,0.0,-4.642,1.0,0.0444,0.0942,0.0,0.327,0.762,100.03,192333.0,0.3357512953367875
9/4/99,"A Night To Remember, Joe Diffie",A Night To Remember,Joe Diffie,0.559,0.639,10.0,-5.087,1.0,0.0272,0.0144,1.12e-06,0.14,0.234,75.478,210693.0,0.3347280334728033
4/8/00,"Smile, Lonestar",Smile,Lonestar,0.467,0.492,7.0,-8.908,1.0,0.0295,0.234,0.0,0.113,0.156,74.945,213760.0,0.3341687552213868
4/4/98,"Going Back To Cali, The Notorious B.I.G.",Going Back To Cali,The Notorious B.I.G.,0.851,0.647,9.0,-5.847,1.0,0.339,0.207,0.0,0.0447,0.596,99.17,307427.0,0.333950046
9/25/99,"I Want It All, Warren G",I Want It All,Warren G,0.864,0.641,6.0,-2.988,0.0,0.279,0.0473,0.0,0.584,0.678,93.526,307827.0,0.3328402366863905
4/4/98,"The Memory Remains, Metallica",The Memory Remains,Metallica,0.432,0.904,10.0,-3.697,0.0,0.0432,0.000321,0.00982,0.206,0.6,144.401,279240.0,0.3324125230202578
9/30/00,"What's Your Fantasy, Ludacris",What's Your Fantasy,Ludacris,0.915,0.79,6.0,-3.186,0.0,0.207,0.16,0.0,0.112,0.967,140.095,275907.0,0.3322033898305084
9/4/99,"No Pigeons, Sporty Thievz",No Pigeons,Sporty Thievz,0.79,0.656,8.0,-11.13,0.0,0.301,0.00913,0.0,0.131,0.498,95.583,206240.0,0.3306636155606407
7/6/96,"Renee, Lost Boyz",Renee,Lost Boyz,0.783,0.457,4.0,-9.747,0.0,0.18,0.0442,0.0,0.121,0.539,91.996,293867.0,0.3306122448979592
7/5/97,"Here's Your Sign (Get The Picture), Bill Engvall With Special Guest Travis Tritt",Here's Your Sign (Get The Picture),Bill Engvall With Special Guest Travis Tritt,0.586,0.936,7.0,-6.605,1.0,0.549,0.337,0.0,0.928,0.732,178.068,220173.0,0.3305785123966942
