date,rank,song,artist,last-week,peak-rank,weeks-on-board
1/12/90,62,Does She Love That Man?,Breathe Featuring David Glasper,72,62,3
1/12/90,63,Disappear,INXS,89,63,2
1/12/90,64,The Shoop Shoop Song (It's In His Kiss),Cher,84,64,2
1/12/90,65,World In My Eyes,Depeche Mode,71,65,2
1/12/90,66,You Gotta Love Someone,Elton John,85,66,2
1/12/90,67,If You Needed Somebody,Bad Company,76,67,4
1/12/90,68,Tic-Tac-Toe,Kyper,68,14,23
1/12/90,69,Tick Tock,Vaughan Brothers,65,65,7
1/12/90,70,Everybody Everybody,Black Box,54,8,18
1/12/90,71,Love Is A Killer,Vixen,77,71,4
1/12/90,72,Candy,Iggy Pop With Kate Pierson,90,72,2
1/12/90,73,Heat Of The Moment,After 7,92,73,14
1/12/90,74,Something Happened On The Way To Heaven,Phil Collins,64,4,18
1/12/90,75,"Blaze Of Glory (From ""Young Guns II"")",Jon Bon Jovi,75,1,20
1/12/90,76,So Hard,Pet Shop Boys,62,62,7
1/12/90,77,Heart Like A Wheel,The Human League,50,32,11
1/12/90,78,The Boomin' System,LL Cool J,73,48,10
1/12/90,79,I Found Love,The Party,81,79,5
1/12/90,80,Romeo,Dino,61,6,17
1/12/90,81,Dream Boy/Dream Girl,Cynthia & Johnny O,80,53,14
1/12/90,82,House Full Of Reasons,Jude Cole,,82,1
1/12/90,83,Around The Way Girl,LL Cool J,,83,1
1/12/90,84,Suicide Blonde,INXS,56,9,13
1/12/90,85,I Saw Red,Warrant,,85,1
1/12/90,86,No Matter What,George LaMond (Duet With Brenda K. Starr),,86,1
1/12/90,87,Oh Girl,Paul Young,74,8,21
1/12/90,88,I'm Free,The Soup Dragons,88,88,3
1/12/90,89,New Power Generation,Prince,67,64,5
1/12/90,90,Praying For Time,George Michael,70,1,14
1/12/90,91,Love Makes Things Happen,Pebbles,,91,1
1/12/90,92,Crash (Have Some Fun),TKA Featuring Michelle Visage,,92,1
1/12/90,93,Each And Every Time,Sweet Sensation,82,59,7
1/12/90,94,Wicked Game,Chris Isaak,,94,1
1/12/90,95,Give It To Me Good,Trixter,,95,1
1/12/90,96,Crazy,The Boys,87,29,15
1/12/90,97,Livin' In The Light,Caron Wheeler,69,53,10
1/12/90,98,Say A Prayer,Breathe,79,21,15
1/12/90,99,Rockin' Over The Beat,Technotronic,95,95,3
1/12/90,100,Me-U=Blue,Glenn Medeiros (Featuring The Stylistics),78,78,4
24/11/90,1,Love Takes Time,Mariah Carey,1,1,11
24/11/90,2,More Than Words Can Say,Alias,3,2,12
24/11/90,3,I'm Your Baby Tonight,Whitney Houston,5,3,6
24/11/90,4,Groove Is In The Heart,Deee-Lite,4,4,11
24/11/90,5,Because I Love You (The Postman Song),Stevie B,8,5,8
24/11/90,6,Something To Believe In,Poison,7,6,8
24/11/90,7,From A Distance,Bette Midler,10,7,8
24/11/90,8,Pray,M.C. Hammer,2,2,9
24/11/90,9,Feels Good,Tony Toni Tone,12,9,13
24/11/90,10,Knockin' Boots,Candyman,11,9,13
24/11/90,11,Ice Ice Baby,Vanilla Ice,6,1,12
24/11/90,12,So Close,Daryl Hall John Oates,14,12,9
24/11/90,13,The Way You Do The Things You Do,UB40,17,13,11
24/11/90,14,Hippychick,Soho,16,14,12
24/11/90,15,Impulsive,Wilson Phillips,19,15,7
24/11/90,16,I Don't Have The Heart,James Ingram,9,1,17
24/11/90,17,Stranded,Heart,18,17,10
24/11/90,18,High Enough,Damn Yankees,22,18,10
24/11/90,19,Tom's Diner,DNA Featuring Suzanne Vega,24,19,8
24/11/90,20,Freedom,George Michael,26,20,5
24/11/90,21,Wiggle It,2 In A Room,25,21,8
24/11/90,22,"Miracle (From ""Young Guns II"")",Jon Bon Jovi,30,22,5
24/11/90,23,Giving You The Benefit,Pebbles,13,4,15
24/11/90,24,Sensitivity,Ralph Tresvant,34,24,4
24/11/90,25,Black Cat,Janet Jackson,15,1,11
24/11/90,26,B.B.D. (I Thought It Was Me)?,Bell Biv DeVoe,32,26,7
24/11/90,27,Lyin' To Myself,David Cassidy,27,27,10
24/11/90,28,My Love Is A Fire,Donny Osmond,31,28,7
24/11/90,29,Think,Information Society,33,29,8
24/11/90,30,Close To You,Maxi Priest,23,1,22
24/11/90,31,Unchained Melody,The Righteous Brothers,28,19,8
24/11/90,32,Can't Stop,After 7,21,6,18
24/11/90,33,Miles Away,Winger,38,33,7
24/11/90,34,Cherry Pie,Warrant,20,10,12
24/11/90,35,One And Only Man,Steve Winwood,39,35,4
24/11/90,36,Justify My Love,Madonna,46,36,2
24/11/90,37,Joey,Concrete Blonde,29,19,15
24/11/90,38,Fairweather Friend,Johnny Gill,44,38,6
24/11/90,39,And So It Goes,Billy Joel,45,39,6
24/11/90,40,The First Time,Surface,49,40,4
24/11/90,41,After The Rain,Nelson,48,41,4
24/11/90,42,Missunderstanding,Al B. Sure!,42,42,7
24/11/90,43,On The Way Up,Elisa Fiorillo,47,43,9
24/11/90,44,Unchained Melody,The Righteous Brothers,36,4,14
24/11/90,45,For You,The Outfield,50,45,4
24/11/90,46,Hang In Long Enough,Phil Collins,53,46,3
24/11/90,47,Just Another Dream,Cathy Dennis,56,47,5
24/11/90,48,Love Will Never Do (Without You),Janet Jackson,89,48,2
24/11/90,49,Fly To the Angels,Slaughter,43,19,15
24/11/90,50,Heart Like A Wheel,The Human League,35,32,10
24/11/90,51,(Can't Live Without Your) Love And Affection,Nelson,41,1,21
24/11/90,52,I'm Not In Love,Will To Power,61,52,2
24/11/90,53,Wherever Would I Be,Cheap Trick,57,53,5
24/11/90,54,Everybody Everybody,Black Box,40,8,17
24/11/90,55,Anything Is Possible,Debbie Gibson,75,55,2
24/11/90,56,Suicide Blonde,INXS,37,9,12
24/11/90,57,I Wanna Get With U,Guy,59,57,3
24/11/90,58,Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory,74,58,2
24/11/90,59,Gentle,Dino,70,59,3
24/11/90,60,Hard To Handle,The Black Crowes,67,60,5
24/11/90,61,Romeo,Dino,52,6,16
24/11/90,62,So Hard,Pet Shop Boys,71,62,6
24/11/90,63,New York Minute,Don Henley,73,63,3
24/11/90,64,Something Happened On The Way To Heaven,Phil Collins,55,4,17
24/11/90,65,Tick Tock,Vaughan Brothers,66,65,6
24/11/90,66,You're Amazing,Robert Palmer,82,66,2
24/11/90,67,New Power Generation,Prince,64,64,4
24/11/90,68,Tic-Tac-Toe,Kyper,63,14,22
24/11/90,69,Livin' In The Light,Caron Wheeler,54,53,9
24/11/90,70,Praying For Time,George Michael,51,1,13
24/11/90,71,World In My Eyes,Depeche Mode,,71,1
24/11/90,72,Does She Love That Man?,Breathe Featuring David Glasper,80,72,2
24/11/90,73,The Boomin' System,LL Cool J,69,48,9
24/11/90,74,Oh Girl,Paul Young,60,8,20
24/11/90,75,"Blaze Of Glory (From ""Young Guns II"")",Jon Bon Jovi,68,1,19
24/11/90,76,If You Needed Somebody,Bad Company,87,76,3
24/11/90,77,Love Is A Killer,Vixen,84,77,3
24/11/90,78,Me-U=Blue,Glenn Medeiros (Featuring The Stylistics),81,78,3
24/11/90,79,Say A Prayer,Breathe,65,21,14
24/11/90,80,Dream Boy/Dream Girl,Cynthia & Johnny O,76,53,13
24/11/90,81,I Found Love,The Party,83,81,4
24/11/90,82,Each And Every Time,Sweet Sensation,62,59,6
24/11/90,83,Do Me!,Bell Biv DeVoe,58,3,22
24/11/90,84,The Shoop Shoop Song (It's In His Kiss),Cher,,84,1
24/11/90,85,You Gotta Love Someone,Elton John,,85,1
24/11/90,86,The Ghetto,Too $hort,94,86,2
24/11/90,87,Crazy,The Boys,77,29,14
24/11/90,88,I'm Free,The Soup Dragons,92,88,2
24/11/90,89,Disappear,INXS,,89,1
24/11/90,90,Candy,Iggy Pop With Kate Pierson,,90,1
24/11/90,91,Never Enough,The Cure,72,72,4
24/11/90,92,Heat Of The Moment,After 7,,74,13
24/11/90,93,Policy Of Truth,Depeche Mode,85,15,16
24/11/90,94,Dirty Cash (Money Talks),The Adventures Of Stevie V,86,25,19
24/11/90,95,Rockin' Over The Beat,Technotronic,95,95,2
24/11/90,96,Doin' The Do,Betty Boo,91,90,4
24/11/90,97,Release Me,Wilson Phillips,79,1,22
24/11/90,98,Let's Try It Again,New Kids On The Block,78,53,8
24/11/90,99,Love Is The Ritual,Styx,88,80,6
24/11/90,100,Falling To Pieces,Faith No More,93,92,3
17/11/90,1,Love Takes Time,Mariah Carey,1,1,10
17/11/90,2,Pray,M.C. Hammer,2,2,8
17/11/90,3,More Than Words Can Say,Alias,6,3,11
17/11/90,4,Groove Is In The Heart,Deee-Lite,8,4,10
17/11/90,5,I'm Your Baby Tonight,Whitney Houston,13,5,5
17/11/90,6,Ice Ice Baby,Vanilla Ice,3,1,11
17/11/90,7,Something To Believe In,Poison,10,7,7
17/11/90,8,Because I Love You (The Postman Song),Stevie B,15,8,7
17/11/90,9,I Don't Have The Heart,James Ingram,5,1,16
17/11/90,10,From A Distance,Bette Midler,16,10,7
17/11/90,11,Knockin' Boots,Candyman,9,9,12
17/11/90,12,Feels Good,Tony Toni Tone,12,12,12
17/11/90,13,Giving You The Benefit,Pebbles,4,4,14
17/11/90,14,So Close,Daryl Hall John Oates,18,14,8
17/11/90,15,Black Cat,Janet Jackson,7,1,10
17/11/90,16,Hippychick,Soho,20,16,11
17/11/90,17,The Way You Do The Things You Do,UB40,24,17,10
17/11/90,18,Stranded,Heart,23,18,9
17/11/90,19,Impulsive,Wilson Phillips,27,19,6
17/11/90,20,Cherry Pie,Warrant,11,10,11
17/11/90,21,Can't Stop,After 7,14,6,17
17/11/90,22,High Enough,Damn Yankees,28,22,9
17/11/90,23,Close To You,Maxi Priest,17,1,21
17/11/90,24,Tom's Diner,DNA Featuring Suzanne Vega,31,24,7
17/11/90,25,Wiggle It,2 In A Room,30,25,7
17/11/90,26,Freedom,George Michael,33,26,4
17/11/90,27,Lyin' To Myself,David Cassidy,29,27,9
17/11/90,28,Unchained Melody,The Righteous Brothers,22,19,7
17/11/90,29,Joey,Concrete Blonde,19,19,14
17/11/90,30,"Miracle (From ""Young Guns II"")",Jon Bon Jovi,35,30,4
17/11/90,31,My Love Is A Fire,Donny Osmond,38,31,6
17/11/90,32,B.B.D. (I Thought It Was Me)?,Bell Biv DeVoe,37,32,6
17/11/90,33,Think,Information Society,40,33,7
17/11/90,34,Sensitivity,Ralph Tresvant,48,34,3
17/11/90,35,Heart Like A Wheel,The Human League,32,32,9
17/11/90,36,Unchained Melody,The Righteous Brothers,25,4,13
17/11/90,37,Suicide Blonde,INXS,21,9,11
17/11/90,38,Miles Away,Winger,43,38,6
17/11/90,39,One And Only Man,Steve Winwood,44,39,3
17/11/90,40,Everybody Everybody,Black Box,26,8,16
17/11/90,41,(Can't Live Without Your) Love And Affection,Nelson,34,1,20
17/11/90,42,Missunderstanding,Al B. Sure!,47,42,6
17/11/90,43,Fly To the Angels,Slaughter,39,19,14
17/11/90,44,Fairweather Friend,Johnny Gill,52,44,5
17/11/90,45,And So It Goes,Billy Joel,51,45,5
17/11/90,46,Justify My Love,Madonna,,46,1
17/11/90,47,On The Way Up,Elisa Fiorillo,49,47,8
17/11/90,48,After The Rain,Nelson,56,48,3
17/11/90,49,The First Time,Surface,63,49,3
17/11/90,50,For You,The Outfield,57,50,3
17/11/90,51,Praying For Time,George Michael,36,1,12
17/11/90,52,Romeo,Dino,41,6,15
17/11/90,53,Hang In Long Enough,Phil Collins,69,53,2
17/11/90,54,Livin' In The Light,Caron Wheeler,53,53,8
17/11/90,55,Something Happened On The Way To Heaven,Phil Collins,42,4,16
17/11/90,56,Just Another Dream,Cathy Dennis,60,56,4
17/11/90,57,Wherever Would I Be,Cheap Trick,61,57,4
17/11/90,58,Do Me!,Bell Biv DeVoe,46,3,21
17/11/90,59,I Wanna Get With U,Guy,73,59,2
17/11/90,60,Oh Girl,Paul Young,54,8,19
17/11/90,61,I'm Not In Love,Will To Power,,61,1
17/11/90,62,Each And Every Time,Sweet Sensation,59,59,5
17/11/90,63,Tic-Tac-Toe,Kyper,55,14,21
17/11/90,64,New Power Generation,Prince,67,64,3
17/11/90,65,Say A Prayer,Breathe,45,21,13
17/11/90,66,Tick Tock,Vaughan Brothers,70,66,5
17/11/90,67,Hard To Handle,The Black Crowes,75,67,4
17/11/90,68,"Blaze Of Glory (From ""Young Guns II"")",Jon Bon Jovi,50,1,18
17/11/90,69,The Boomin' System,LL Cool J,64,48,8
17/11/90,70,Gentle,Dino,81,70,2
17/11/90,71,So Hard,Pet Shop Boys,72,71,5
17/11/90,72,Never Enough,The Cure,77,72,3
17/11/90,73,New York Minute,Don Henley,82,73,2
17/11/90,74,Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory,,74,1
17/11/90,75,Anything Is Possible,Debbie Gibson,,75,1
17/11/90,76,Dream Boy/Dream Girl,Cynthia & Johnny O,66,53,12
17/11/90,77,Crazy,The Boys,68,29,13
17/11/90,78,Let's Try It Again,New Kids On The Block,58,53,7
17/11/90,79,Release Me,Wilson Phillips,65,1,21
17/11/90,80,Does She Love That Man?,Breathe Featuring David Glasper,,80,1
17/11/90,81,Me-U=Blue,Glenn Medeiros (Featuring The Stylistics),83,81,2
17/11/90,82,You're Amazing,Robert Palmer,,82,1
17/11/90,83,I Found Love,The Party,85,83,3
17/11/90,84,Love Is A Killer,Vixen,84,84,2
17/11/90,85,Policy Of Truth,Depeche Mode,62,15,15
17/11/90,86,Dirty Cash (Money Talks),The Adventures Of Stevie V,74,25,18
17/11/90,87,If You Needed Somebody,Bad Company,88,87,2
17/11/90,88,Love Is The Ritual,Styx,80,80,5
17/11/90,89,Love Will Never Do (Without You),Janet Jackson,,89,1
17/11/90,90,Love Is A Rock,REO Speedwagon,71,65,6
17/11/90,91,Doin' The Do,Betty Boo,90,90,3
17/11/90,92,I'm Free,The Soup Dragons,,92,1
17/11/90,93,Falling To Pieces,Faith No More,92,92,2
17/11/90,94,The Ghetto,Too $hort,,94,1
17/11/90,95,Rockin' Over The Beat,Technotronic,,95,1
17/11/90,96,Heart Of Stone,Taylor Dayne,78,12,16
17/11/90,97,Ooops Up,Snap!,79,35,11
17/11/90,98,"My, My, My",Johnny Gill,76,10,16
17/11/90,99,I Don't Love You Anymore,The London Quireboys,89,76,9
17/11/90,100,Don't You Wanna Be Mine,Denise Lopez,86,86,3
10/11/90,1,Love Takes Time,Mariah Carey,3,1,9
10/11/90,2,Pray,M.C. Hammer,6,2,7
10/11/90,3,Ice Ice Baby,Vanilla Ice,1,1,10
10/11/90,4,Giving You The Benefit,Pebbles,4,4,13
10/11/90,5,I Don't Have The Heart,James Ingram,5,1,15
10/11/90,6,More Than Words Can Say,Alias,8,6,10
10/11/90,7,Black Cat,Janet Jackson,2,1,9
10/11/90,8,Groove Is In The Heart,Deee-Lite,12,8,9
10/11/90,9,Knockin' Boots,Candyman,11,9,11
10/11/90,10,Something To Believe In,Poison,16,10,6
10/11/90,11,Cherry Pie,Warrant,10,10,10
10/11/90,12,Feels Good,Tony Toni Tone,15,12,11
10/11/90,13,I'm Your Baby Tonight,Whitney Houston,18,13,4
10/11/90,14,Can't Stop,After 7,7,6,16
10/11/90,15,Because I Love You (The Postman Song),Stevie B,27,15,6
10/11/90,16,From A Distance,Bette Midler,24,16,6
10/11/90,17,Close To You,Maxi Priest,13,1,20
10/11/90,18,So Close,Daryl Hall John Oates,22,18,7
10/11/90,19,Joey,Concrete Blonde,21,19,13
10/11/90,20,Hippychick,Soho,26,20,10
10/11/90,21,Suicide Blonde,INXS,9,9,10
10/11/90,22,Unchained Melody,The Righteous Brothers,19,19,6
10/11/90,23,Stranded,Heart,28,23,8
10/11/90,24,The Way You Do The Things You Do,UB40,30,24,9
10/11/90,25,Unchained Melody,The Righteous Brothers,17,4,12
10/11/90,26,Everybody Everybody,Black Box,14,8,15
10/11/90,27,Impulsive,Wilson Phillips,31,27,5
10/11/90,28,High Enough,Damn Yankees,35,28,8
10/11/90,29,Lyin' To Myself,David Cassidy,34,29,8
10/11/90,30,Wiggle It,2 In A Room,46,30,6
10/11/90,31,Tom's Diner,DNA Featuring Suzanne Vega,38,31,6
10/11/90,32,Heart Like A Wheel,The Human League,37,32,8
10/11/90,33,Freedom,George Michael,39,33,3
10/11/90,34,(Can't Live Without Your) Love And Affection,Nelson,25,1,19
10/11/90,35,"Miracle (From ""Young Guns II"")",Jon Bon Jovi,41,35,3
10/11/90,36,Praying For Time,George Michael,20,1,11
10/11/90,37,B.B.D. (I Thought It Was Me)?,Bell Biv DeVoe,43,37,5
10/11/90,38,My Love Is A Fire,Donny Osmond,40,38,5
10/11/90,39,Fly To the Angels,Slaughter,29,19,13
10/11/90,40,Think,Information Society,42,40,6
10/11/90,41,Romeo,Dino,23,6,14
10/11/90,42,Something Happened On The Way To Heaven,Phil Collins,33,4,15
10/11/90,43,Miles Away,Winger,49,43,5
10/11/90,44,One And Only Man,Steve Winwood,55,44,2
10/11/90,45,Say A Prayer,Breathe,32,21,12
10/11/90,46,Do Me!,Bell Biv DeVoe,36,3,20
10/11/90,47,Missunderstanding,Al B. Sure!,50,47,5
10/11/90,48,Sensitivity,Ralph Tresvant,64,48,2
10/11/90,49,On The Way Up,Elisa Fiorillo,51,49,7
10/11/90,50,"Blaze Of Glory (From ""Young Guns II"")",Jon Bon Jovi,44,1,17
10/11/90,51,And So It Goes,Billy Joel,60,51,4
10/11/90,52,Fairweather Friend,Johnny Gill,61,52,4
10/11/90,53,Livin' In The Light,Caron Wheeler,56,53,7
10/11/90,54,Oh Girl,Paul Young,45,8,18
10/11/90,55,Tic-Tac-Toe,Kyper,48,14,20
10/11/90,56,After The Rain,Nelson,75,56,2
10/11/90,57,For You,The Outfield,68,57,2
10/11/90,58,Let's Try It Again,New Kids On The Block,53,53,6
10/11/90,59,Each And Every Time,Sweet Sensation,62,59,4
10/11/90,60,Just Another Dream,Cathy Dennis,71,60,3
10/11/90,61,Wherever Would I Be,Cheap Trick,69,61,3
10/11/90,62,Policy Of Truth,Depeche Mode,47,15,14
10/11/90,63,The First Time,Surface,82,63,2
10/11/90,64,The Boomin' System,LL Cool J,54,48,7
10/11/90,65,Release Me,Wilson Phillips,52,1,20
10/11/90,66,Dream Boy/Dream Girl,Cynthia & Johnny O,63,53,11
10/11/90,67,New Power Generation,Prince,70,67,2
10/11/90,68,Crazy,The Boys,59,29,12
10/11/90,69,Hang In Long Enough,Phil Collins,,69,1
10/11/90,70,Tick Tock,Vaughan Brothers,78,70,4
10/11/90,71,Love Is A Rock,REO Speedwagon,65,65,5
10/11/90,72,So Hard,Pet Shop Boys,77,72,4
10/11/90,73,I Wanna Get With U,Guy,,73,1
10/11/90,74,Dirty Cash (Money Talks),The Adventures Of Stevie V,66,25,17
10/11/90,75,Hard To Handle,The Black Crowes,83,75,3
10/11/90,76,"My, My, My",Johnny Gill,57,10,15
10/11/90,77,Never Enough,The Cure,79,77,2
10/11/90,78,Heart Of Stone,Taylor Dayne,67,12,15
10/11/90,79,Ooops Up,Snap!,58,35,10
10/11/90,80,Love Is The Ritual,Styx,80,80,4
10/11/90,81,Gentle,Dino,,81,1
10/11/90,82,New York Minute,Don Henley,,82,1
10/11/90,83,Me-U=Blue,Glenn Medeiros (Featuring The Stylistics),,83,1
10/11/90,84,Love Is A Killer,Vixen,,84,1
10/11/90,85,I Found Love,The Party,94,85,2
10/11/90,86,Don't You Wanna Be Mine,Denise Lopez,92,86,2
10/11/90,87,Time For Letting Go,Jude Cole,74,32,15
10/11/90,88,If You Needed Somebody,Bad Company,,88,1
10/11/90,89,I Don't Love You Anymore,The London Quireboys,88,76,8
10/11/90,90,Doin' The Do,Betty Boo,93,90,2
10/11/90,91,Epic,Faith No More,81,9,21
10/11/90,92,Falling To Pieces,Faith No More,,92,1
10/11/90,93,Biscuit's In The House,Biscuit,86,85,3
10/11/90,94,Days Like These,Asia,73,64,7
10/11/90,95,Have You Seen Her,M.C. Hammer,85,4,20
10/11/90,96,Look Into My Eyes,George LaMond,89,63,13
10/11/90,97,All I'm Missing Is You,"Glenn Medeiros Featuring Ray Parker, Jr.",87,32,13
10/11/90,98,Lost Soul,Bruce Hornsby & The Range With Shawn Colvin,84,84,3
10/11/90,99,This Is The Right Time,Lisa Stansfield,76,21,13
10/11/90,100,Unskinny Bop,Poison,72,3,19
3/11/90,1,Ice Ice Baby,Vanilla Ice,3,1,9
3/11/90,2,Black Cat,Janet Jackson,1,1,8
3/11/90,3,Love Takes Time,Mariah Carey,5,3,8
3/11/90,4,Giving You The Benefit,Pebbles,4,4,12
3/11/90,5,I Don't Have The Heart,James Ingram,2,1,14
3/11/90,6,Pray,M.C. Hammer,12,6,6
3/11/90,7,Can't Stop,After 7,6,6,15
3/11/90,8,More Than Words Can Say,Alias,14,8,9
3/11/90,9,Suicide Blonde,INXS,9,9,9
3/11/90,10,Cherry Pie,Warrant,13,10,9
3/11/90,11,Knockin' Boots,Candyman,18,11,10
3/11/90,12,Groove Is In The Heart,Deee-Lite,20,12,8
3/11/90,13,Close To You,Maxi Priest,7,1,19
3/11/90,14,Everybody Everybody,Black Box,10,8,14
3/11/90,15,Feels Good,Tony Toni Tone,17,15,10
3/11/90,16,Something To Believe In,Poison,23,16,5
3/11/90,17,Unchained Melody,The Righteous Brothers,15,4,11
3/11/90,18,I'm Your Baby Tonight,Whitney Houston,29,18,3
3/11/90,19,Unchained Melody,The Righteous Brothers,22,19,5
3/11/90,20,Praying For Time,George Michael,8,1,10
3/11/90,21,Joey,Concrete Blonde,25,21,12
3/11/90,22,So Close,Daryl Hall John Oates,27,22,6
3/11/90,23,Romeo,Dino,11,6,13
3/11/90,24,From A Distance,Bette Midler,32,24,5
3/11/90,25,(Can't Live Without Your) Love And Affection,Nelson,16,1,18
3/11/90,26,Hippychick,Soho,30,26,9
3/11/90,27,Because I Love You (The Postman Song),Stevie B,37,27,5
3/11/90,28,Stranded,Heart,31,28,7
3/11/90,29,Fly To the Angels,Slaughter,19,19,12
3/11/90,30,The Way You Do The Things You Do,UB40,35,30,8
3/11/90,31,Impulsive,Wilson Phillips,39,31,4
3/11/90,32,Say A Prayer,Breathe,21,21,11
3/11/90,33,Something Happened On The Way To Heaven,Phil Collins,24,4,14
3/11/90,34,Lyin' To Myself,David Cassidy,36,34,7
3/11/90,35,High Enough,Damn Yankees,42,35,7
3/11/90,36,Do Me!,Bell Biv DeVoe,26,3,19
3/11/90,37,Heart Like A Wheel,The Human League,44,37,7
3/11/90,38,Tom's Diner,DNA Featuring Suzanne Vega,46,38,5
3/11/90,39,Freedom,George Michael,53,39,2
3/11/90,40,My Love Is A Fire,Donny Osmond,49,40,4
3/11/90,41,"Miracle (From ""Young Guns II"")",Jon Bon Jovi,47,41,2
3/11/90,42,Think,Information Society,50,42,5
3/11/90,43,B.B.D. (I Thought It Was Me)?,Bell Biv DeVoe,51,43,4
3/11/90,44,"Blaze Of Glory (From ""Young Guns II"")",Jon Bon Jovi,33,1,16
3/11/90,45,Oh Girl,Paul Young,34,8,17
3/11/90,46,Wiggle It,2 In A Room,55,46,5
3/11/90,47,Policy Of Truth,Depeche Mode,28,15,13
3/11/90,48,Tic-Tac-Toe,Kyper,45,14,19
3/11/90,49,Miles Away,Winger,61,49,4
3/11/90,50,Missunderstanding,Al B. Sure!,58,50,4
3/11/90,51,On The Way Up,Elisa Fiorillo,57,51,6
3/11/90,52,Release Me,Wilson Phillips,38,1,19
3/11/90,53,Let's Try It Again,New Kids On The Block,59,53,5
3/11/90,54,The Boomin' System,LL Cool J,48,48,6
3/11/90,55,One And Only Man,Steve Winwood,,55,1
3/11/90,56,Livin' In The Light,Caron Wheeler,63,56,6
3/11/90,57,"My, My, My",Johnny Gill,43,10,14
3/11/90,58,Ooops Up,Snap!,41,35,9
3/11/90,59,Crazy,The Boys,40,29,11
3/11/90,60,And So It Goes,Billy Joel,69,60,3
3/11/90,61,Fairweather Friend,Johnny Gill,70,61,3
3/11/90,62,Each And Every Time,Sweet Sensation,71,62,3
3/11/90,63,Dream Boy/Dream Girl,Cynthia & Johnny O,56,53,10
3/11/90,64,Sensitivity,Ralph Tresvant,,64,1
3/11/90,65,Love Is A Rock,REO Speedwagon,66,65,4
3/11/90,66,Dirty Cash (Money Talks),The Adventures Of Stevie V,62,25,16
3/11/90,67,Heart Of Stone,Taylor Dayne,52,12,14
3/11/90,68,For You,The Outfield,,68,1
3/11/90,69,Wherever Would I Be,Cheap Trick,94,69,2
3/11/90,70,New Power Generation,Prince,,70,1
3/11/90,71,Just Another Dream,Cathy Dennis,88,71,2
3/11/90,72,Unskinny Bop,Poison,65,3,18
3/11/90,73,Days Like These,Asia,64,64,6
3/11/90,74,Time For Letting Go,Jude Cole,60,32,14
3/11/90,75,After The Rain,Nelson,,75,1
3/11/90,76,This Is The Right Time,Lisa Stansfield,54,21,12
3/11/90,77,So Hard,Pet Shop Boys,83,77,3
3/11/90,78,Tick Tock,Vaughan Brothers,81,78,3
3/11/90,79,Never Enough,The Cure,,79,1
3/11/90,80,Love Is The Ritual,Styx,80,80,3
3/11/90,81,Epic,Faith No More,68,9,20
3/11/90,82,The First Time,Surface,,82,1
3/11/90,83,Hard To Handle,The Black Crowes,99,83,2
3/11/90,84,Lost Soul,Bruce Hornsby & The Range With Shawn Colvin,89,84,2
