date,rank,song,artist,last-week,peak-rank,weeks-on-board
6/2/88,50,Rocket 2 U,The Jets,60,50,3
6/2/88,51,"Catch Me (I'm Falling) (From The Film ""Hiding Out"")",Pretty Poison,38,8,20
6/2/88,52,Don't You Want Me,Jody Watley,41,6,19
6/2/88,53,Cherry Bomb,John Mellencamp,34,8,16
6/2/88,54,I Need A Man,Eurythmics,46,46,8
6/2/88,55,True Faith,New Order,43,32,16
6/2/88,56,Wishing Well,Terence Trent D'Arby,63,56,4
6/2/88,57,Girlfriend,Pebbles,74,57,2
6/2/88,58,Angel,Aerosmith,81,58,2
6/2/88,59,All I Want Is You,Carly Simon,72,59,3
6/2/88,60,Never Can Say Goodbye,The Communards,68,60,2
6/2/88,61,You Don't Know,Scarlett & Black,69,61,2
6/2/88,62,Never Knew Love Like This,Alexander O'Neal Featuring Cherrelle,70,62,3
6/2/88,63,When We Was Fab,George Harrison,,63,1
6/2/88,64,Never Let Me Down Again,Depeche Mode,65,64,7
6/2/88,65,How Can I Forget You,Elisa Fiorillo,71,65,3
6/2/88,66,Check It Out,John Mellencamp,,66,1
6/2/88,67,Power Of Love,Laura Branigan,45,26,16
6/2/88,68,Some Kind Of Lover,Jody Watley,76,68,2
6/2/88,69,Save Your Love,Great White,77,69,3
6/2/88,70,In God's Country,U2,47,44,10
6/2/88,71,Hot In The City,Billy Idol,58,23,26
6/2/88,72,Rock Of Life,Rick Springfield,,72,1
6/2/88,73,Valerie,Steve Winwood,53,9,22
6/2/88,74,It's The End Of The World As We Know It (And I Feel Fine),R.E.M.,83,74,2
6/2/88,75,Lonely Won't Leave Me Alone,Glenn Medeiros,67,67,8
6/2/88,76,Just Like Heaven,The Cure,61,40,18
6/2/88,77,(I've Had) The Time Of My Life,Bill Medley & Jennifer Warnes,56,1,20
6/2/88,78,Lover's Lane,Georgio,75,59,10
6/2/88,79,Heaven Is A Place On Earth,Belinda Carlisle,52,1,20
6/2/88,80,Hot Thing,Prince,,80,1
6/2/88,81,Coming Up You,The Cars,84,80,3
6/2/88,82,That's What Love Is All About,Michael Bolton,66,19,23
6/2/88,83,You Will Know,Stevie Wonder,,83,1
6/2/88,84,Don't Look Any Further,The Kane Gang,,84,1
6/2/88,85,Animal,Def Leppard,79,19,18
6/2/88,86,Reason To Live,KISS,64,64,10
6/2/88,87,I Can't Help It,Bananarama,80,47,12
6/2/88,88,Dude (Looks Like A Lady),Aerosmith,62,14,19
6/2/88,89,The Motion Of Love,Gene Loves Jezebel,,89,1
6/2/88,90,I Heard It Through The Grapevine,The California Raisins,85,84,3
6/2/88,91,Rain In The Summertime,The Alarm,78,71,8
6/2/88,92,Should've Known Better,Richard Marx,73,3,20
6/2/88,93,Without You,Peabo Bryson & Regina Belle,,93,1
6/2/88,94,Burning Like A Flame,Dokken,82,72,8
6/2/88,95,Stimulation,Wa Wa Nee,86,86,2
6/2/88,96,We'll Be Together,Sting,88,7,18
6/2/88,97,Love Will Find A Way,Yes,89,30,19
6/2/88,98,In My Dreams,REO Speedwagon,95,19,30
6/2/88,99,You And Me Tonight,Deja,87,54,12
6/2/88,100,I Think We're Alone Now,Tiffany,96,1,24
30/1/88,1,Need You Tonight,INXS,2,1,15
30/1/88,2,Could've Been,Tiffany,3,2,10
30/1/88,3,Hazy Shade Of Winter,The Bangles,5,3,12
30/1/88,4,The Way You Make Me Feel,Michael Jackson,1,1,11
30/1/88,5,Seasons Change,Expose,8,5,10
30/1/88,6,I Want To Be Your Man,Roger,10,6,12
30/1/88,7,Got My Mind Set On You,George Harrison,4,1,15
30/1/88,8,"Hungry Eyes (From ""Dirty Dancing"")",Eric Carmen,11,8,13
30/1/88,9,Candle In The Wind,Elton John,6,6,13
30/1/88,10,Tell It To My Heart(Dub),Taylor Dayne,7,7,17
30/1/88,11,I Could Never Take The Place Of Your Man,Prince,13,11,12
30/1/88,12,What Have I Done To Deserve This?,Pet Shop Boys & Dusty Springfield,18,12,8
30/1/88,13,Say You Will,Foreigner,17,13,9
30/1/88,14,Tunnel Of Love,Bruce Springsteen,15,14,9
30/1/88,15,Don't Shed A Tear,Paul Carrack,21,15,12
30/1/88,16,Crazy,Icehouse,14,14,16
30/1/88,17,I Live For Your Love,Natalie Cole,20,17,13
30/1/88,18,Everywhere,Fleetwood Mac,23,18,10
30/1/88,19,There's The Girl,Heart,12,12,13
30/1/88,20,So Emotional,Whitney Houston,9,1,14
30/1/88,21,She's Like The Wind,Patrick Swayze (Featuring Wendy Fraser),31,21,7
30/1/88,22,Pop Goes The World,Men Without Hats,26,22,14
30/1/88,23,Honestly,Stryper,25,23,13
30/1/88,24,Never Gonna Give You Up,Rick Astley,34,24,7
30/1/88,25,Pump Up The Volume,M/A/R/R/S,30,25,10
30/1/88,26,Push It,Salt-N-Pepa,27,26,11
30/1/88,27,Can't Stay Away From You,Gloria Estefan & Miami Sound Machine,32,27,11
30/1/88,28,Faith,George Michael,16,1,15
30/1/88,29,I Found Someone,Cher,35,29,11
30/1/88,30,Father Figure,George Michael,37,30,3
30/1/88,31,Is This Love,Whitesnake,19,2,15
30/1/88,32,Shake Your Love,Debbie Gibson,24,4,18
30/1/88,33,I Get Weak,Belinda Carlisle,40,33,3
30/1/88,34,Cherry Bomb,John Mellencamp,22,8,15
30/1/88,35,853-5937,Squeeze,39,35,7
30/1/88,36,Because Of You,The Cover Girls,42,36,10
30/1/88,37,Just Like Paradise,David Lee Roth,45,37,3
30/1/88,38,"Catch Me (I'm Falling) (From The Film ""Hiding Out"")",Pretty Poison,28,8,19
30/1/88,39,Love Overboard,Gladys Knight And The Pips,52,39,4
30/1/88,40,Endless Summer Nights,Richard Marx,53,40,2
30/1/88,41,Don't You Want Me,Jody Watley,33,6,18
30/1/88,42,Be Still My Beating Heart,Sting,49,42,3
30/1/88,43,True Faith,New Order,36,32,15
30/1/88,44,Rhythm Of Love,Yes,47,44,7
30/1/88,45,Power Of Love,Laura Branigan,29,26,15
30/1/88,46,I Need A Man,Eurythmics,51,46,7
30/1/88,47,In God's Country,U2,44,44,9
30/1/88,48,I Want Her,Keith Sweat,64,48,3
30/1/88,49,Hot Hot Hot,Buster Poindexter & His Banshees Of Blue,54,49,8
30/1/88,50,Twilight World,Swing Out Sister,57,50,7
30/1/88,51,"Live My Life (From The Film ""Hiding Out"")",Boy George,55,51,6
30/1/88,52,Heaven Is A Place On Earth,Belinda Carlisle,41,1,19
30/1/88,53,Valerie,Steve Winwood,38,9,21
30/1/88,54,Never Thought (That I Could Love),Dan Hill,56,54,8
30/1/88,55,Hysteria,Def Leppard,66,55,2
30/1/88,56,(I've Had) The Time Of My Life,Bill Medley & Jennifer Warnes,46,1,19
30/1/88,57,Out Of The Blue,Debbie Gibson,,57,1
30/1/88,58,Hot In The City,Billy Idol,48,23,25
30/1/88,59,(Sittin' On) The Dock Of The Bay,Michael Bolton,72,59,2
30/1/88,60,Rocket 2 U,The Jets,68,60,2
30/1/88,61,Just Like Heaven,The Cure,50,40,17
30/1/88,62,Dude (Looks Like A Lady),Aerosmith,43,14,18
30/1/88,63,Wishing Well,Terence Trent D'Arby,74,63,3
30/1/88,64,Reason To Live,KISS,67,64,9
30/1/88,65,Never Let Me Down Again,Depeche Mode,69,65,6
30/1/88,66,That's What Love Is All About,Michael Bolton,60,19,22
30/1/88,67,Lonely Won't Leave Me Alone,Glenn Medeiros,70,67,7
30/1/88,68,Never Can Say Goodbye,The Communards,,68,1
30/1/88,69,You Don't Know,Scarlett & Black,,69,1
30/1/88,70,Never Knew Love Like This,Alexander O'Neal Featuring Cherrelle,82,70,2
30/1/88,71,How Can I Forget You,Elisa Fiorillo,78,71,2
30/1/88,72,All I Want Is You,Carly Simon,85,72,2
30/1/88,73,Should've Known Better,Richard Marx,59,3,19
30/1/88,74,Girlfriend,Pebbles,,74,1
30/1/88,75,Lover's Lane,Georgio,62,59,9
30/1/88,76,Some Kind Of Lover,Jody Watley,,76,1
30/1/88,77,Save Your Love,Great White,81,77,2
30/1/88,78,Rain In The Summertime,The Alarm,71,71,7
30/1/88,79,Animal,Def Leppard,61,19,17
30/1/88,80,I Can't Help It,Bananarama,58,47,11
30/1/88,81,Angel,Aerosmith,,81,1
30/1/88,82,Burning Like A Flame,Dokken,73,72,7
30/1/88,83,It's The End Of The World As We Know It (And I Feel Fine),R.E.M.,,83,1
30/1/88,84,Coming Up You,The Cars,80,80,2
30/1/88,85,I Heard It Through The Grapevine,The California Raisins,84,84,2
30/1/88,86,Stimulation,Wa Wa Nee,,86,1
30/1/88,87,You And Me Tonight,Deja,75,54,11
30/1/88,88,We'll Be Together,Sting,65,7,17
30/1/88,89,Love Will Find A Way,Yes,88,30,18
30/1/88,90,Motortown,The Kane Gang,77,36,16
30/1/88,91,The One I Love,R.E.M.,76,9,20
30/1/88,92,Mony Mony,Billy Idol,83,1,22
30/1/88,93,I Don't Mind At All,Bourgeois Tagg,87,38,17
30/1/88,94,Dear Mr. Jesus,Powersource (Solo...Sharon),79,61,7
30/1/88,95,In My Dreams,REO Speedwagon,89,19,29
30/1/88,96,I Think We're Alone Now,Tiffany,63,1,23
30/1/88,97,(Baby Tell Me) Can You Dance,Shanice Wilson,95,50,13
30/1/88,98,We've Only Just Begun (The Romance Is Not Over),Glenn Jones,91,66,14
30/1/88,99,Cherokee,Europe,90,72,10
30/1/88,100,Skeletons,Stevie Wonder,86,19,16
23/1/88,1,The Way You Make Me Feel,Michael Jackson,3,1,10
23/1/88,2,Need You Tonight,INXS,4,2,14
23/1/88,3,Could've Been,Tiffany,5,3,9
23/1/88,4,Got My Mind Set On You,George Harrison,1,1,14
23/1/88,5,Hazy Shade Of Winter,The Bangles,6,5,11
23/1/88,6,Candle In The Wind,Elton John,7,6,12
23/1/88,7,Tell It To My Heart(Dub),Taylor Dayne,8,7,16
23/1/88,8,Seasons Change,Expose,11,8,9
23/1/88,9,So Emotional,Whitney Houston,2,1,13
23/1/88,10,I Want To Be Your Man,Roger,15,10,11
23/1/88,11,"Hungry Eyes (From ""Dirty Dancing"")",Eric Carmen,17,11,12
23/1/88,12,There's The Girl,Heart,14,12,12
23/1/88,13,I Could Never Take The Place Of Your Man,Prince,16,13,11
23/1/88,14,Crazy,Icehouse,18,14,15
23/1/88,15,Tunnel Of Love,Bruce Springsteen,21,15,8
23/1/88,16,Faith,George Michael,9,1,14
23/1/88,17,Say You Will,Foreigner,22,17,8
23/1/88,18,What Have I Done To Deserve This?,Pet Shop Boys & Dusty Springfield,24,18,7
23/1/88,19,Is This Love,Whitesnake,10,2,14
23/1/88,20,I Live For Your Love,Natalie Cole,23,20,12
23/1/88,21,Don't Shed A Tear,Paul Carrack,25,21,11
23/1/88,22,Cherry Bomb,John Mellencamp,12,8,14
23/1/88,23,Everywhere,Fleetwood Mac,29,23,9
23/1/88,24,Shake Your Love,Debbie Gibson,13,4,17
23/1/88,25,Honestly,Stryper,27,25,12
23/1/88,26,Pop Goes The World,Men Without Hats,30,26,13
23/1/88,27,Push It,Salt-N-Pepa,32,27,10
23/1/88,28,"Catch Me (I'm Falling) (From The Film ""Hiding Out"")",Pretty Poison,19,8,18
23/1/88,29,Power Of Love,Laura Branigan,26,26,14
23/1/88,30,Pump Up The Volume,M/A/R/R/S,37,30,9
23/1/88,31,She's Like The Wind,Patrick Swayze (Featuring Wendy Fraser),39,31,6
23/1/88,32,Can't Stay Away From You,Gloria Estefan & Miami Sound Machine,36,32,10
23/1/88,33,Don't You Want Me,Jody Watley,20,6,17
23/1/88,34,Never Gonna Give You Up,Rick Astley,41,34,6
23/1/88,35,I Found Someone,Cher,38,35,10
23/1/88,36,True Faith,New Order,34,32,14
23/1/88,37,Father Figure,George Michael,49,37,2
23/1/88,38,Valerie,Steve Winwood,28,9,20
23/1/88,39,853-5937,Squeeze,46,39,6
23/1/88,40,I Get Weak,Belinda Carlisle,54,40,2
23/1/88,41,Heaven Is A Place On Earth,Belinda Carlisle,33,1,18
23/1/88,42,Because Of You,The Cover Girls,45,42,9
23/1/88,43,Dude (Looks Like A Lady),Aerosmith,31,14,17
23/1/88,44,In God's Country,U2,47,44,8
23/1/88,45,Just Like Paradise,David Lee Roth,56,45,2
23/1/88,46,(I've Had) The Time Of My Life,Bill Medley & Jennifer Warnes,35,1,18
23/1/88,47,Rhythm Of Love,Yes,53,47,6
23/1/88,48,Hot In The City,Billy Idol,51,23,24
23/1/88,49,Be Still My Beating Heart,Sting,64,49,2
23/1/88,50,Just Like Heaven,The Cure,42,40,16
23/1/88,51,I Need A Man,Eurythmics,55,51,6
23/1/88,52,Love Overboard,Gladys Knight And The Pips,65,52,3
23/1/88,53,Endless Summer Nights,Richard Marx,,53,1
23/1/88,54,Hot Hot Hot,Buster Poindexter & His Banshees Of Blue,57,54,7
23/1/88,55,"Live My Life (From The Film ""Hiding Out"")",Boy George,61,55,5
23/1/88,56,Never Thought (That I Could Love),Dan Hill,60,56,7
23/1/88,57,Twilight World,Swing Out Sister,63,57,6
23/1/88,58,I Can't Help It,Bananarama,50,47,10
23/1/88,59,Should've Known Better,Richard Marx,43,3,18
23/1/88,60,That's What Love Is All About,Michael Bolton,44,19,21
23/1/88,61,Animal,Def Leppard,40,19,16
23/1/88,62,Lover's Lane,Georgio,59,59,8
23/1/88,63,I Think We're Alone Now,Tiffany,52,1,22
23/1/88,64,I Want Her,Keith Sweat,77,64,2
23/1/88,65,We'll Be Together,Sting,48,7,16
23/1/88,66,Hysteria,Def Leppard,,66,1
23/1/88,67,Reason To Live,KISS,68,67,8
23/1/88,68,Rocket 2 U,The Jets,,68,1
23/1/88,69,Never Let Me Down Again,Depeche Mode,78,69,5
23/1/88,70,Lonely Won't Leave Me Alone,Glenn Medeiros,73,70,6
23/1/88,71,Rain In The Summertime,The Alarm,71,71,6
23/1/88,72,(Sittin' On) The Dock Of The Bay,Michael Bolton,,72,1
23/1/88,73,Burning Like A Flame,Dokken,72,72,6
23/1/88,74,Wishing Well,Terence Trent D'Arby,79,74,2
23/1/88,75,You And Me Tonight,Deja,66,54,10
23/1/88,76,The One I Love,R.E.M.,58,9,19
23/1/88,77,Motortown,The Kane Gang,62,36,15
23/1/88,78,How Can I Forget You,Elisa Fiorillo,,78,1
23/1/88,79,Dear Mr. Jesus,Powersource (Solo...Sharon),69,61,6
23/1/88,80,Coming Up You,The Cars,,80,1
23/1/88,81,Save Your Love,Great White,,81,1
23/1/88,82,Never Knew Love Like This,Alexander O'Neal Featuring Cherrelle,,82,1
23/1/88,83,Mony Mony,Billy Idol,75,1,21
23/1/88,84,I Heard It Through The Grapevine,The California Raisins,,84,1
23/1/88,85,All I Want Is You,Carly Simon,,85,1
23/1/88,86,Skeletons,Stevie Wonder,67,19,15
23/1/88,87,I Don't Mind At All,Bourgeois Tagg,70,38,16
23/1/88,88,Love Will Find A Way,Yes,80,30,17
23/1/88,89,In My Dreams,REO Speedwagon,82,19,28
23/1/88,90,Cherokee,Europe,86,72,9
23/1/88,91,We've Only Just Begun (The Romance Is Not Over),Glenn Jones,88,66,13
23/1/88,92,I Do You,The Jets,74,20,15
23/1/88,93,Throwaway,Mick Jagger,84,67,9
23/1/88,94,System Of Survival,"Earth, Wind & Fire",87,60,13
23/1/88,95,(Baby Tell Me) Can You Dance,Shanice Wilson,81,50,12
23/1/88,96,I've Been In Love Before,Cutting Crew,76,9,21
23/1/88,97,Criticize,Alexander O'Neal,83,70,11
23/1/88,98,Hourglass,Squeeze,85,15,19
23/1/88,99,I Won't Forget You,Poison,89,13,21
23/1/88,100,She's Fly,Tony Terry,90,80,9
16/1/88,1,Got My Mind Set On You,George Harrison,2,1,13
16/1/88,2,So Emotional,Whitney Houston,1,1,12
16/1/88,3,The Way You Make Me Feel,Michael Jackson,5,3,9
16/1/88,4,Need You Tonight,INXS,6,4,13
16/1/88,5,Could've Been,Tiffany,14,5,8
16/1/88,6,Hazy Shade Of Winter,The Bangles,12,6,10
16/1/88,7,Candle In The Wind,Elton John,11,7,11
16/1/88,8,Tell It To My Heart(Dub),Taylor Dayne,9,8,15
16/1/88,9,Faith,George Michael,3,1,13
16/1/88,10,Is This Love,Whitesnake,4,2,13
16/1/88,11,Seasons Change,Expose,16,11,8
16/1/88,12,Cherry Bomb,John Mellencamp,8,8,13
16/1/88,13,Shake Your Love,Debbie Gibson,7,4,16
16/1/88,14,There's The Girl,Heart,17,14,11
16/1/88,15,I Want To Be Your Man,Roger,22,15,10
16/1/88,16,I Could Never Take The Place Of Your Man,Prince,20,16,10
16/1/88,17,"Hungry Eyes (From ""Dirty Dancing"")",Eric Carmen,23,17,11
16/1/88,18,Crazy,Icehouse,21,18,14
16/1/88,19,"Catch Me (I'm Falling) (From The Film ""Hiding Out"")",Pretty Poison,13,8,17
16/1/88,20,Don't You Want Me,Jody Watley,10,6,16
16/1/88,21,Tunnel Of Love,Bruce Springsteen,25,21,7
16/1/88,22,Say You Will,Foreigner,29,22,7
16/1/88,23,I Live For Your Love,Natalie Cole,27,23,11
16/1/88,24,What Have I Done To Deserve This?,Pet Shop Boys & Dusty Springfield,31,24,6
16/1/88,25,Don't Shed A Tear,Paul Carrack,30,25,10
16/1/88,26,Power Of Love,Laura Branigan,26,26,13
16/1/88,27,Honestly,Stryper,33,27,11
16/1/88,28,Valerie,Steve Winwood,15,9,19
16/1/88,29,Everywhere,Fleetwood Mac,34,29,8
16/1/88,30,Pop Goes The World,Men Without Hats,35,30,12
16/1/88,31,Dude (Looks Like A Lady),Aerosmith,18,14,16
16/1/88,32,Push It,Salt-N-Pepa,39,32,9
16/1/88,33,Heaven Is A Place On Earth,Belinda Carlisle,19,1,17
16/1/88,34,True Faith,New Order,38,32,13
16/1/88,35,(I've Had) The Time Of My Life,Bill Medley & Jennifer Warnes,28,1,17
16/1/88,36,Can't Stay Away From You,Gloria Estefan & Miami Sound Machine,42,36,9
16/1/88,37,Pump Up The Volume,M/A/R/R/S,44,37,8
16/1/88,38,I Found Someone,Cher,41,38,9
16/1/88,39,She's Like The Wind,Patrick Swayze (Featuring Wendy Fraser),48,39,5
16/1/88,40,Animal,Def Leppard,24,19,15
16/1/88,41,Never Gonna Give You Up,Rick Astley,52,41,5
16/1/88,42,Just Like Heaven,The Cure,40,40,15
16/1/88,43,Should've Known Better,Richard Marx,32,3,17
16/1/88,44,That's What Love Is All About,Michael Bolton,37,19,20
16/1/88,45,Because Of You,The Cover Girls,49,45,8
16/1/88,46,853-5937,Squeeze,53,46,5
16/1/88,47,In God's Country,U2,50,47,7
16/1/88,48,We'll Be Together,Sting,36,7,15
16/1/88,49,Father Figure,George Michael,,49,1
16/1/88,50,I Can't Help It,Bananarama,47,47,9
16/1/88,51,Hot In The City,Billy Idol,57,23,23
16/1/88,52,I Think We're Alone Now,Tiffany,46,1,21
16/1/88,53,Rhythm Of Love,Yes,62,53,5
16/1/88,54,I Get Weak,Belinda Carlisle,,54,1
16/1/88,55,I Need A Man,Eurythmics,67,55,5
16/1/88,56,Just Like Paradise,David Lee Roth,,56,1
16/1/88,57,Hot Hot Hot,Buster Poindexter & His Banshees Of Blue,63,57,6
16/1/88,58,The One I Love,R.E.M.,45,9,18
16/1/88,59,Lover's Lane,Georgio,59,59,7
16/1/88,60,Never Thought (That I Could Love),Dan Hill,64,60,6
16/1/88,61,"Live My Life (From The Film ""Hiding Out"")",Boy George,71,61,4
16/1/88,62,Motortown,The Kane Gang,43,36,14
16/1/88,63,Twilight World,Swing Out Sister,69,63,5
16/1/88,64,Be Still My Beating Heart,Sting,,64,1
16/1/88,65,Love Overboard,Gladys Knight And The Pips,82,65,2
16/1/88,66,You And Me Tonight,Deja,56,54,9
16/1/88,67,Skeletons,Stevie Wonder,51,19,14
16/1/88,68,Reason To Live,KISS,68,68,7
16/1/88,69,Dear Mr. Jesus,Powersource (Solo...Sharon),61,61,5
16/1/88,70,I Don't Mind At All,Bourgeois Tagg,55,38,15
16/1/88,71,Rain In The Summertime,The Alarm,72,71,5
16/1/88,72,Burning Like A Flame,Dokken,73,72,5
16/1/88,73,Lonely Won't Leave Me Alone,Glenn Medeiros,76,73,5
16/1/88,74,I Do You,The Jets,54,20,14
16/1/88,75,Mony Mony,Billy Idol,58,1,20
16/1/88,76,I've Been In Love Before,Cutting Crew,60,9,20
16/1/88,77,I Want Her,Keith Sweat,,77,1
16/1/88,78,Never Let Me Down Again,Depeche Mode,83,78,4
16/1/88,79,Wishing Well,Terence Trent D'Arby,,79,1
16/1/88,80,Love Will Find A Way,Yes,78,30,16
16/1/88,81,(Baby Tell Me) Can You Dance,Shanice Wilson,65,50,11
16/1/88,82,In My Dreams,REO Speedwagon,79,19,27
16/1/88,83,Criticize,Alexander O'Neal,75,70,10
16/1/88,84,Throwaway,Mick Jagger,77,67,8
16/1/88,85,Hourglass,Squeeze,66,15,18
16/1/88,86,Cherokee,Europe,85,72,8
16/1/88,87,System Of Survival,"Earth, Wind & Fire",86,60,12
16/1/88,88,We've Only Just Begun (The Romance Is Not Over),Glenn Jones,88,66,12
16/1/88,89,I Won't Forget You,Poison,70,13,20
16/1/88,90,She's Fly,Tony Terry,80,80,8
16/1/88,91,Someone To Love Me For Me,Lisa Lisa And Cult Jam Featuring Full Force,84,78,10
16/1/88,92,You're All I Need,Motley Crue,91,83,8
16/1/88,93,Little Lies,Fleetwood Mac,74,4,21
16/1/88,94,Eagles Fly,Sammy Hagar,93,82,13
16/1/88,95,What's Too Much,Smokey Robinson,90,79,10
16/1/88,96,Special Way,Kool & The Gang,92,72,14
16/1/88,97,Breakout,Swing Out Sister,87,6,23
16/1/88,98,Silent Morning,Noel,89,47,22
16/1/88,99,Brilliant Disguise,Bruce Springsteen,81,5,16
16/1/88,100,U Got The Look,Prince,96,2,25
9/1/88,1,So Emotional,Whitney Houston,2,1,11
9/1/88,2,Got My Mind Set On You,George Harrison,4,2,12
9/1/88,3,Faith,George Michael,1,1,12
9/1/88,4,Is This Love,Whitesnake,3,2,12
9/1/88,5,The Way You Make Me Feel,Michael Jackson,7,5,8
9/1/88,6,Need You Tonight,INXS,10,6,12
9/1/88,7,Shake Your Love,Debbie Gibson,5,4,15
9/1/88,8,Cherry Bomb,John Mellencamp,9,8,12
9/1/88,9,Tell It To My Heart(Dub),Taylor Dayne,12,9,14
9/1/88,10,Don't You Want Me,Jody Watley,6,6,15
9/1/88,11,Candle In The Wind,Elton John,13,11,10
9/1/88,12,Hazy Shade Of Winter,The Bangles,15,12,9
9/1/88,13,"Catch Me (I'm Falling) (From The Film ""Hiding Out"")",Pretty Poison,8,8,16
9/1/88,14,Could've Been,Tiffany,16,14,7
9/1/88,15,Valerie,Steve Winwood,11,9,18
9/1/88,16,Seasons Change,Expose,20,16,7
9/1/88,17,There's The Girl,Heart,18,17,10
9/1/88,18,Dude (Looks Like A Lady),Aerosmith,14,14,15
9/1/88,19,Heaven Is A Place On Earth,Belinda Carlisle,17,1,16
9/1/88,20,I Could Never Take The Place Of Your Man,Prince,23,20,9
9/1/88,21,Crazy,Icehouse,22,21,13
9/1/88,22,I Want To Be Your Man,Roger,26,22,9
9/1/88,23,"Hungry Eyes (From ""Dirty Dancing"")",Eric Carmen,25,23,10
9/1/88,24,Animal,Def Leppard,19,19,14
9/1/88,25,Tunnel Of Love,Bruce Springsteen,30,25,6
9/1/88,26,Power Of Love,Laura Branigan,27,26,12
9/1/88,27,I Live For Your Love,Natalie Cole,31,27,10
9/1/88,28,(I've Had) The Time Of My Life,Bill Medley & Jennifer Warnes,21,1,16
9/1/88,29,Say You Will,Foreigner,33,29,6
9/1/88,30,Don't Shed A Tear,Paul Carrack,34,30,9
9/1/88,31,What Have I Done To Deserve This?,Pet Shop Boys & Dusty Springfield,39,31,5
9/1/88,32,Should've Known Better,Richard Marx,29,3,16
9/1/88,33,Honestly,Stryper,36,33,10
9/1/88,34,Everywhere,Fleetwood Mac,38,34,7
9/1/88,35,Pop Goes The World,Men Without Hats,35,35,11
9/1/88,36,We'll Be Together,Sting,28,7,14
9/1/88,37,That's What Love Is All About,Michael Bolton,24,19,19
9/1/88,38,True Faith,New Order,32,32,12
9/1/88,39,Push It,Salt-N-Pepa,40,39,8
9/1/88,40,Just Like Heaven,The Cure,41,40,14
9/1/88,41,I Found Someone,Cher,44,41,8
9/1/88,42,Can't Stay Away From You,Gloria Estefan & Miami Sound Machine,45,42,8
9/1/88,43,Motortown,The Kane Gang,37,36,13
9/1/88,44,Pump Up The Volume,M/A/R/R/S,46,44,7
9/1/88,45,The One I Love,R.E.M.,42,9,17
9/1/88,46,I Think We're Alone Now,Tiffany,43,1,20
9/1/88,47,I Can't Help It,Bananarama,48,47,8
9/1/88,48,She's Like The Wind,Patrick Swayze (Featuring Wendy Fraser),55,48,4
9/1/88,49,Because Of You,The Cover Girls,51,49,7
9/1/88,50,In God's Country,U2,53,50,6
9/1/88,51,Skeletons,Stevie Wonder,49,19,13
9/1/88,52,Never Gonna Give You Up,Rick Astley,61,52,4
9/1/88,53,853-5937,Squeeze,56,53,4
9/1/88,54,I Do You,The Jets,50,20,13
9/1/88,55,I Don't Mind At All,Bourgeois Tagg,47,38,14
9/1/88,56,You And Me Tonight,Deja,54,54,8
9/1/88,57,Hot In The City,Billy Idol,60,23,22
9/1/88,58,Mony Mony,Billy Idol,52,1,19
9/1/88,59,Lover's Lane,Georgio,59,59,6
9/1/88,60,I've Been In Love Before,Cutting Crew,57,9,19
9/1/88,61,Dear Mr. Jesus,Powersource (Solo...Sharon),63,61,4
9/1/88,62,Rhythm Of Love,Yes,64,62,4
9/1/88,63,Hot Hot Hot,Buster Poindexter & His Banshees Of Blue,67,63,5
9/1/88,64,Never Thought (That I Could Love),Dan Hill,65,64,5
9/1/88,65,(Baby Tell Me) Can You Dance,Shanice Wilson,58,50,10
9/1/88,66,Hourglass,Squeeze,62,15,17
9/1/88,67,I Need A Man,Eurythmics,70,67,4
9/1/88,68,Reason To Live,KISS,68,68,6
9/1/88,69,Twilight World,Swing Out Sister,76,69,4
9/1/88,70,I Won't Forget You,Poison,69,13,19
9/1/88,71,"Live My Life (From The Film ""Hiding Out"")",Boy George,80,71,3
9/1/88,72,Rain In The Summertime,The Alarm,81,72,4
9/1/88,73,Burning Like A Flame,Dokken,82,73,4
9/1/88,74,Little Lies,Fleetwood Mac,71,4,20
9/1/88,75,Criticize,Alexander O'Neal,74,70,9
9/1/88,76,Lonely Won't Leave Me Alone,Glenn Medeiros,88,76,4
9/1/88,77,Throwaway,Mick Jagger,77,67,7
9/1/88,78,Love Will Find A Way,Yes,73,30,15
9/1/88,79,In My Dreams,REO Speedwagon,79,19,26
9/1/88,80,She's Fly,Tony Terry,83,80,7
9/1/88,81,Brilliant Disguise,Bruce Springsteen,78,5,15
9/1/88,82,Love Overboard,Gladys Knight And The Pips,,82,1
9/1/88,83,Never Let Me Down Again,Depeche Mode,96,83,3
9/1/88,84,Someone To Love Me For Me,Lisa Lisa And Cult Jam Featuring Full Force,86,78,9
9/1/88,85,Cherokee,Europe,85,72,7
9/1/88,86,System Of Survival,"Earth, Wind & Fire",66,60,11
9/1/88,87,Breakout,Swing Out Sister,72,6,22
9/1/88,88,We've Only Just Begun (The Romance Is Not Over),Glenn Jones,87,66,11
9/1/88,89,Silent Morning,Noel,84,47,21
9/1/88,90,What's Too Much,Smokey Robinson,90,79,9
9/1/88,91,You're All I Need,Motley Crue,91,83,7
9/1/88,92,Special Way,Kool & The Gang,92,72,13
9/1/88,93,Eagles Fly,Sammy Hagar,93,82,12
9/1/88,94,Let Me Be The One,Expose,89,7,22
9/1/88,95,It's A Sin,Pet Shop Boys,94,9,19
9/1/88,96,U Got The Look,Prince,75,2,24
9/1/88,97,Who Will You Run To,Heart,95,7,22
9/1/88,98,Causing A Commotion,Madonna,97,2,18
9/1/88,99,Here I Go Again,Whitesnake,98,1,28
